id,context,question,canquestion,answer,goldstandard1,label_4class,scenario_idx,label_6class,explanation
22514,X wants to know what activities Y likes to do during weekends.,Do you drink?,I drink .,I have a beer on the weekends.,Yes,0,1,0,"The literal content states that Y drinks beer on weekends, which directly relates to the question about drinking. Pragmatically, by specifying ""a beer on the weekends,"" Y implies that they do drink, but perhaps only occasionally or in a limited way. This suggests a qualified affirmative rather than a simple yes or no."
7215,X and Y are colleagues who are leaving work on a Friday at the same time.,Were you able to finish that project before end of day?,I was able to finish that project before end of day .,just about got it done,Yes,0,4,0,"The literal content indicates the project was completed, but only barely or with difficulty. Pragmatically, this suggests the speaker met the deadline but with minimal margin, implying some struggle or last-minute effort. This implies a qualified yes, signaling completion but not with ease or confidence."
24337,Y has just told X that he/she is thinking of buying a flat in New York.,Have you been to New York?,I have been to New York .,I've visited every summer since college.,Yes,0,8,0,"The answer literally states that the speaker has visited New York every summer since college, which directly indicates prior visits. Pragmatically, this response not only confirms having been to New York but also emphasizes a recurring pattern of visits, reinforcing the affirmative. Therefore, the answer implies a clear ""yes"" to the question."
10410,X and Y are childhood neighbours who unexpectedly run into each other at a cafe.,Do you live nearby?,I live nearby .,I live down the block.,Yes,0,7,0,"The answer literally provides a specific location relative to the current place, indicating proximity. Given the conversational context, ""down the block"" suggests a short distance, which pragmatically implies that the person does live nearby. This response indirectly confirms the question with a positive indication of closeness."
23221,X and Y are colleagues who are leaving work on a Friday at the same time.,Got any plans?,Any plans got plans .,I'm gonna head out skiing.,Yes,0,4,0,"The literal content indicates that the speaker has a specific activity planned—going skiing. Given the question asks if there are any plans, mentioning a concrete plan implies affirmation without explicitly saying ""yes."" Therefore, the answer pragmatically conveys that the speaker does have plans."
28324,Y has just travelled from a different city to meet X.,Do you want to grab some food?,I want to grab food .,I'm starving.,Yes,0,6,0,"The literal content indicates a strong feeling of hunger. Given the context of being asked about grabbing food, this expression of hunger pragmatically implies a positive response, as it suggests eagerness or readiness to eat. Therefore, the answer indirectly confirms a desire to get food."
25094,X and Y are colleagues who are leaving work on a Friday at the same time.,Want to grab a drink?,I want to grab a drink .,I'd love a martini.,Yes,0,4,0,"The literal content expresses a positive desire for a specific type of drink, indicating enthusiasm. Given the context of leaving work and the question about grabbing a drink, this implies agreement to the invitation with a preference. Pragmatically, it functions as an affirmative response with a condition on the choice of drink."
23844,X and Y are colleagues who are leaving work on a Friday at the same time.,Do you find your coworkers pleasant?,I find my coworkers pleasant .,We get along.,Yes,0,4,0,"The literal content ""We get along"" indicates a functional, amicable relationship rather than an explicit evaluation of pleasantness. Pragmatically, it suggests that while the coworkers may not be described as overtly pleasant, there is no significant conflict or discomfort, implying a neutral to positive stance. This response leans toward a conditional or qualified affirmation rather than a straightforward yes or no."
34052,X wants to know what activities Y likes to do during weekends.,Are you interested in arts?,I am interested in arts .,I go to the museum all of the time.,Yes,0,1,0,"The literal content indicates that Y frequently visits museums, which are typically associated with arts and culture. Pragmatically, this suggests a positive engagement with artistic activities, implying interest in arts without explicitly stating it. Therefore, the answer indirectly affirms the question by providing evidence of involvement rather than a direct yes."
33776,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Would you like to go the pub sometime?,I would like to go the pub sometime .,Let's go tonight,Yes,0,3,0,"The answer ""Let's go tonight"" literally proposes a specific time to go to the pub, which directly addresses the invitation. Pragmatically, this indicates enthusiasm and willingness to go, as the respondent not only agrees but suggests an immediate plan. Therefore, the answer implies a positive response to the question."
23355,X and Y are colleagues who are leaving work on a Friday at the same time.,Things been good lately?,Things have been good lately .,Not bad thanks,Yes,0,4,0,"The literal content ""Not bad thanks"" suggests that things have been at least acceptable or satisfactory, avoiding any strong negative evaluation. Pragmatically, this is a polite and somewhat reserved way of indicating that things are generally okay without enthusiasm. This implies a positive or affirmative stance, though not an emphatic or enthusiastic ""yes."""
15219,Y has just told X that he/she is thinking of buying a flat in New York.,Are you taking any animals?,I am taking animals .,I'll be taking my pet ferret.,Yes,0,8,0,"The answer explicitly states that the speaker will be taking a pet ferret, which directly addresses the question about taking animals. By specifying a particular animal, the speaker confirms the presence of at least one animal being taken. This pragmatically implies an affirmative response to the yes/no question."
31257,X wants to know what activities Y likes to do during weekends.,Do you like going to the lake?,I like going to the lake .,The lake is my favourite place.,Yes,0,1,0,"The answer literally states a strong positive attitude toward the lake, indicating a preference for it. Given the context, this implies that Y enjoys activities associated with the lake, which likely includes going there. Therefore, the response pragmatically suggests a positive answer to the question, affirming that Y does like going to the lake."
31559,X and Y are childhood neighbours who unexpectedly run into each other at a cafe.,Did you want to exchange contact info so we can stay in touch?,I did want to exchange contact info so we can stay in touch .,I would love to,Yes,0,7,0,"The literal content expresses a positive desire to exchange contact information. Given the social context of reconnecting with a childhood neighbor, this enthusiastic response implies a willingness to maintain contact. Pragmatically, it indicates agreement and a clear affirmative to the question."
10105,Y has just told X that he/she is considering switching his/her job.,Are you a supervisor?,I am a supervisor .,Two people report to me.,Yes,0,9,0,"The answer literally states that two people report to the speaker, which implies a managerial or supervisory role. Given the context, this suggests the speaker holds some level of authority over others at work. Therefore, the response pragmatically implies a ""yes,"" as having direct reports typically aligns with being a supervisor."
23025,X and Y are colleagues who are leaving work on a Friday at the same time.,Did you have a good day at work today?,I did have a good day at work today .,Today was a good day,Yes,0,4,0,"The answer literally states that ""Today was a good day,"" which directly addresses the quality of the day. Given the question about having a good day at work, this response implies a positive evaluation of the day overall. Pragmatically, it functions as an affirmative answer, indicating that the person did have a good day at work."
24943,X wants to know about Y's food preferences.,Are you a fan of Applebees' new dessert?,I am a fan of Applebees ' new dessert .,It's the best chocolate cake I've ever had!,Yes,0,0,0,"The answer literally praises the chocolate cake, which is presumably the new dessert at Applebee's, indicating a positive evaluation. Pragmatically, this strong endorsement suggests that the speaker enjoys the dessert, implying a favorable attitude toward it. Therefore, the response indirectly affirms the question, leaning toward a ""yes."""
25445,Y has just told X that he/she is thinking of buying a flat in New York.,Do you want to enjoy the high end lifestyle?,I want to enjoy the high end lifestyle .,You know it.,Yes,0,8,0,"The literal content ""You know it"" affirms shared knowledge or understanding between speaker and listener, indicating strong agreement. Pragmatically, it implies enthusiasm and a positive stance toward enjoying the high-end lifestyle. Therefore, the answer conveys a clear affirmative response to the question."
10156,Y has just travelled from a different city to meet X.,Have you missed me?,I have missed me .,I think of you every day.,Yes,0,6,0,"The literal content indicates that Y frequently thinks about X, which is a positive and affectionate statement. Pragmatically, this suggests a strong emotional connection and implies that Y has indeed missed X, as thinking of someone daily typically correlates with feelings of longing or affection. Therefore, the answer indirectly affirms the question with a nuanced, emotionally rich response rather than a direct yes."
6640,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Have you met other neighbours?,I have met other neighbours .,We are all friends on this block.,Yes,0,3,0,"The literal content states that everyone on the block is friends, implying a positive social relationship among neighbours. Given this context, it suggests familiarity and interaction with others in the neighbourhood. Therefore, it pragmatically implies a ""yes"" to having met other neighbours."
7615,Y has just told X that he/she is considering switching his/her job.,Have you thoroughly thought this through?,I have through .,I believe I have,Yes,0,9,0,"The literal content indicates the speaker thinks they have given the matter sufficient consideration. Pragmatically, by saying ""I believe I have,"" the speaker expresses some confidence but also leaves room for uncertainty or self-doubt. This suggests a leaning toward ""yes,"" but not an absolute or fully assured affirmation."
938,Y has just told X that he/she is thinking of buying a flat in New York.,Have you ever been to New York?,I have ever been to New York .,I stay here weekly.,Yes,0,8,0,"The literal content indicates that the speaker regularly stays in New York on a weekly basis. Given this, it is highly likely that the speaker has been to New York before, as staying there weekly implies repeated visits or presence. Therefore, the answer pragmatically implies a ""yes"" to having been to New York."
10546,X and Y are childhood neighbours who unexpectedly run into each other at a cafe.,Does you family live in the area?,I does live in the area .,Everyone but my brother.,Yes,0,7,0,"The literal content indicates that most family members live in the area except for the brother. Pragmatically, this suggests that the family is largely local, but not entirely. This implies a qualified ""yes,"" with the condition that the brother is an exception."
1887,X wants to know what activities Y likes to do during weekends.,Do you like movies?,I like movies .,I love going to the cinema!,Yes,0,1,0,"The answer explicitly states a strong positive attitude toward going to the cinema, which is closely related to watching movies. Pragmatically, this suggests that Y enjoys movie-related activities, as going to the cinema typically involves watching movies. Therefore, the response implies a clear affirmative to the question about liking movies."
26658,X wants to know about Y's food preferences.,Did you enjoy eating vegetables growing up as a kid?,I did enjoy eating vegetables growing up as a kid .,I was always a fan of broccoli.,Yes,0,0,0,"The answer literally states a positive preference for broccoli, a type of vegetable, indicating enjoyment of at least one vegetable. Pragmatically, by specifying broccoli rather than vegetables in general, the speaker implies a favorable attitude toward some vegetables but does not explicitly confirm enjoyment of all vegetables. This suggests a qualified yes, indicating enjoyment of certain vegetables rather than a blanket yes for all."
26969,X and Y are childhood neighbours who unexpectedly run into each other at a cafe.,Are you still working as a lawyer?,I am working as a lawyer .,I am indeed,Yes,0,7,0,"The answer literally affirms the statement ""I am indeed,"" which confirms the continuation of the previous state or activity. Given the context of the question about current employment, this response pragmatically implies that the speaker is still working as a lawyer. The use of ""indeed"" adds emphasis, reinforcing a positive confirmation rather than uncertainty or a conditional response."
32493,X and Y are colleagues who are leaving work on a Friday at the same time.,Want to grab drinks tonight?,I tonight .,Let's go to the bar right now.,Yes,0,4,0,"The answer literally suggests an immediate action of going to the bar, rather than just expressing a general willingness to grab drinks later. Pragmatically, this indicates enthusiasm and agreement to the proposal, with an added sense of urgency or eagerness to start right away. Therefore, the response implies a positive answer, not just a tentative or conditional one."
19442,X wants to know what activities Y likes to do during weekends.,Want to try something creative?,I want to try something creative .,That would be nice,Yes,0,1,0,"The literal content expresses a positive evaluation of the idea of trying something creative. Pragmatically, this suggests openness and willingness to engage in creative activities, as the speaker is not rejecting the proposal. Therefore, the answer implies a conditional or tentative agreement leaning toward ""yes,"" contingent on further details or arrangements."
21626,X wants to know what sorts of books Y likes to read.,Are you a fan of superheros?,I am a fan of superheros .,One of my favorites is Spiderman.,Yes,0,2,0,"The answer literally states that Spiderman is one of Y's favorite books, which directly relates to the superhero genre. Given the conversational context, mentioning a specific superhero character as a favorite implies a positive attitude toward superhero stories. Therefore, this response pragmatically suggests an affirmative answer to the question."
19339,Y has just told X that he/she is thinking of buying a flat in New York.,Would you consider living in Brooklyn?,I would consider living in Brooklyn .,I think Brooklyn is awesome.,Yes,0,8,0,"The answer literally expresses a positive evaluation of Brooklyn, indicating a favorable attitude toward the place. Pragmatically, this suggests openness or a positive disposition toward the idea of living there, without explicitly committing to the decision. Therefore, it implies a leaning toward yes, or at least a willingness to consider it, rather than a rejection or uncertainty."
15161,Y has just told X that he/she is considering switching his/her job.,Do you have your own office?,I have my own office .,I have right now,Yes,0,9,0,"The answer ""I have right now"" literally confirms possession of an office at the present moment. Pragmatically, the addition of ""right now"" suggests that this situation may be temporary or subject to change, possibly linked to the job-switching context. This implies a current yes, but with an underlying condition or uncertainty about the future."
30,Y has just told X that he/she is considering switching his/her job.,Do you travel any?,I travel .,Once a week.,Yes,0,9,0,"The answer ""Once a week"" literally provides a frequency of travel, indicating that travel does occur. Given the question asks if the person travels at all, this specific frequency confirms that the answer is affirmative. The response implies a clear ""yes,"" with additional information about how often travel happens."
15291,Y has just travelled from a different city to meet X.,Would you like to go outside?,I would like to go outside .,I'm sick of being cooped up.,Yes,0,6,0,"The literal content expresses frustration with being confined indoors, suggesting a desire for change in environment. Given the context of having traveled to meet X, this implies a motivation to go outside rather than stay in. Therefore, the answer pragmatically indicates a positive response to the invitation to go outside."
15618,Y has just told X that he/she is considering switching his/her job.,Are you looking to earn more money?,I am looking to earn more money .,Always.,Yes,0,9,0,"The literal content ""Always"" indicates a consistent or habitual desire to earn more money. Pragmatically, it suggests that earning more money is a constant motivation behind the job consideration. This implies a positive response to the question, affirming that the person is indeed looking to earn more money."
1347,X and Y are colleagues who are leaving work on a Friday at the same time.,"Hey, are you off until Tuesday?",I am I off until Tuesday ? .,I'm off all week.,Yes,0,4,0,"The answer literally states that the speaker is off for the entire week, which includes the period until Tuesday. Pragmatically, this suggests the speaker confirms the question's assumption but extends it to a longer duration. This implies a positive response, indicating the speaker is indeed off until Tuesday and beyond."
12628,Y has just told X that he/she is thinking of buying a flat in New York.,Have you taken utilities bills into consideration?,I have taken utilities bills into consideration .,I've already done my research.,Yes,0,8,0,"The literal content indicates that the speaker has conducted some form of investigation or information gathering. Given the context, this suggests that the speaker has likely considered relevant factors related to buying a flat, which would include utilities bills. Therefore, the answer pragmatically implies a positive response, indicating that utilities bills have been taken into account."
22709,X wants to know about Y's food preferences.,Can you drive?,I can drive .,I've had my license for ten years.,Yes,0,0,0,"The answer states a fact related to the ability to drive—having held a license for ten years—without directly confirming current driving capability. Pragmatically, this implies that the speaker can drive, as possessing a license for a long time typically indicates driving experience and legal permission. Therefore, the response indirectly affirms the ability to drive, suggesting a ""yes"" with some emphasis on experience or reliability."
1857,X wants to know about Y's music preferences.,Do you listen to the radio a lot?,I listen to the radio a lot .,Most days,Yes,0,5,0,"The answer ""Most days"" literally indicates a frequency of listening to the radio that is more than occasional but not necessarily every day. Pragmatically, it suggests a habitual or regular behavior, implying a positive response to the question about listening to the radio a lot. This indicates a leaning towards ""yes,"" with some nuance about the exact frequency."
4097,X wants to know what sorts of books Y likes to read.,Do you like suspense novels?,I like suspense novels .,I love books where you don't know what will happen next.,Yes,0,2,0,"The answer literally states a preference for books with unpredictable plots, which aligns with a key characteristic of suspense novels. Pragmatically, this suggests that Y enjoys suspense novels without explicitly confirming it, as the description matches the genre. Therefore, the response implies a positive answer, indicating a liking for suspense novels."
16518,X wants to know what sorts of books Y likes to read.,Do you eat fish?,I eat fish .,I like sea bass.,Yes,0,2,0,"The answer literally states a preference for sea bass, a type of fish, which indirectly addresses the question about eating fish. By specifying a particular fish they like, the speaker implies that they do eat fish, using the example to confirm the general category. This suggests an affirmative response without explicitly saying ""yes."""
8412,Y has just told X that he/she is thinking of buying a flat in New York.,Can you deal with the commute?,I can deal with the commute .,Moving will make my commute a much more enjoyable one.,Yes,0,8,0,"The answer literally states that moving will improve the commute, implying a positive change. Pragmatically, this suggests that the speaker views the commute as manageable or even better after the move, addressing the concern about dealing with it. Therefore, the response implies a favorable or affirmative stance toward handling the commute."
31789,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Do you like parties?,I like parties .,I love them,Yes,0,3,0,"The literal content expresses a strong positive attitude toward parties, going beyond a simple affirmation. Pragmatically, this enthusiastic response implies not just liking but enjoying parties very much, signaling a clear and confident positive stance. Therefore, the answer strongly supports a ""yes"" to the question."
8471,X and Y are childhood neighbours who unexpectedly run into each other at a cafe.,Is your mom doing OK?,My mom is doing OK .,She is doing fine,Yes,0,7,0,"The literal content states that the mom is ""doing fine,"" which directly addresses her well-being. Given the social context of a casual inquiry about health, this positive description implies that there are no significant problems. Therefore, the answer pragmatically conveys a reassuring ""yes,"" indicating the mom is indeed doing okay."
30864,X wants to know what activities Y likes to do during weekends.,Are you into cycling?,I am into cycling .,I joined a spin class.,Yes,0,1,0,"The literal content states that Y participates in a spin class, which is an indoor cycling activity. Pragmatically, this suggests Y has an interest in cycling-related exercise, even if not outdoor cycling specifically. Therefore, the answer implies a qualified yes, indicating some level of engagement with cycling."
11487,X and Y are colleagues who are leaving work on a Friday at the same time.,Do you know if it's raining outside?,I know if it 's raining outside .,I can see it out the window.,Yes,0,4,0,"The literal content indicates that the speaker has direct visual access to the outside conditions. Pragmatically, this suggests the speaker is implying they have the information needed to answer the question about rain. Since they do not explicitly say ""yes"" or ""no,"" it implies they are either about to confirm or deny the presence of rain based on what they see, but the answer itself does not yet specify which."
28571,X wants to know about Y's food preferences.,Are you a fan of foreign food?,I am a fan of foreign food .,I'd be bored with just American food.,Yes,0,0,0,"The answer literally states a dislike for only eating American food, implying a preference for variety. Pragmatically, this suggests that Y enjoys food beyond just American cuisine, which aligns with being a fan of foreign food. Therefore, the response implies a positive stance toward foreign food, though indirectly."
32600,X wants to know what sorts of books Y likes to read.,Do you like fantasy novels?,I like fantasy novels .,Lord of the Rings is my favorite series.,Yes,0,2,0,"The answer provides a specific example of a fantasy series that Y enjoys, which literally indicates a positive attitude toward at least one fantasy novel. Given the conversational context, mentioning a well-known fantasy series as a favorite implies an endorsement of the genre. Therefore, the response pragmatically suggests a ""yes"" to liking fantasy novels."
15693,Y has just told X that he/she is thinking of buying a flat in New York.,Have you considered the cost of living?,I have considered the cost of living .,I've done the math.,Yes,0,8,0,"The literal content indicates that the speaker has performed some calculations related to the topic. Given the question about considering the cost of living, this suggests the speaker has taken it into account by quantifying expenses. Pragmatically, this implies a positive response—yes, the cost of living has been considered—rather than uncertainty or refusal."
33309,X and Y are colleagues who are leaving work on a Friday at the same time.,How you seen the scooter rentals?,I have I seen the scooter rentals .,I signed up for them.,Yes,0,4,0,"The literal content indicates that the speaker has taken the action of signing up for the scooter rentals, which presupposes awareness and engagement with the rentals. Given the question asks if the speaker has seen the scooter rentals, the answer indirectly confirms familiarity and interaction with them. This pragmatically implies a positive response, suggesting ""yes"" to having seen the scooter rentals."
12767,X and Y are childhood neighbours who unexpectedly run into each other at a cafe.,Do you live far from here?,I live far from here .,I live in London!,Yes,0,7,0,"The answer provides a specific location rather than a direct yes/no response, which suggests the speaker is offering information to help the questioner determine distance. Since London is a large city, the answer implies the speaker lives within a known urban area, possibly close by, but does not explicitly confirm proximity. Pragmatically, this suggests the speaker is leaning toward ""no"" (not far), but leaves some ambiguity depending on the cafe's location within or near London."
16944,Y has just told X that he/she is considering switching his/her job.,Does your background match up well with the new job?,My background does match up well with the new job .,I am perfect for the role.,Yes,0,9,0,"The literal content asserts a strong positive evaluation of the fit between the speaker's background and the new job. Pragmatically, by emphasizing being ""perfect,"" the speaker implies a clear and confident alignment with the job requirements. This strongly suggests an affirmative response to whether their background matches well."
27850,X wants to know about Y's music preferences.,Do you like oldies?,I like oldies .,I work out to classic rock.,Yes,0,5,0,"The answer states a specific example of music the speaker enjoys (""classic rock""), which is a genre often associated with older music but not necessarily synonymous with ""oldies."" By mentioning a related but distinct category, the speaker implies a positive attitude toward music from an earlier era without directly confirming a liking for ""oldies"" as defined. This suggests a conditional or partial affirmation rather than a straightforward yes or no."
6128,X wants to know about Y's food preferences.,Do you enjoy trying unique dishes?,I enjoy trying unique dishes .,I love to do that,Yes,0,0,0,"The literal content expresses a positive attitude toward trying unique dishes. Given the enthusiastic phrasing ""I love to do that,"" it implies a strong affirmative response. Pragmatically, this indicates a clear ""yes"" to enjoying trying unique dishes."
18870,X wants to know about Y's food preferences.,do you like salads?,I like salads .,Vegetables are good for me.,Yes,0,0,0,"The answer literally states a positive evaluation of vegetables, which are a key component of salads. Pragmatically, this suggests a favorable attitude toward at least part of what salads contain, implying a general approval. However, it stops short of explicitly endorsing salads as a whole, so it indicates a likely yes but with some reservation or focus on the health aspect rather than taste."
950,Y has just told X that he/she is thinking of buying a flat in New York.,Have you looked into the housing costs?,I have looked into the housing costs .,I was shocked at how much condo fees are but was otherwise not surprised.,Yes,0,8,0,"The answer explicitly mentions a reaction to condo fees, indicating that the speaker has some knowledge about housing costs. The phrase ""was otherwise not surprised"" suggests familiarity with other expenses, implying some level of investigation. Pragmatically, this implies that the speaker has looked into housing costs to some extent, though perhaps not exhaustively."
26197,X wants to know about Y's food preferences.,did you enjoy the sushi bar?,I did enjoy the sushi bar .,I always like raw fish.,Yes,0,0,0,"The answer states a general preference for raw fish, which is a key component of sushi. By highlighting this consistent liking, the speaker implies a positive experience at the sushi bar without directly saying ""yes."" This suggests an affirmative response based on the connection between enjoying raw fish and enjoying sushi."
8224,X wants to know about Y's food preferences.,Do you like biryani?,I like biryani .,I love all Indian food.,Yes,0,0,0,"The answer literally states a strong positive attitude toward all Indian food, which includes biryani as a subset. Pragmatically, by emphasizing a broad liking rather than directly addressing biryani, the speaker implies a positive response but may be avoiding specificity or highlighting a general preference. This suggests an affirmative stance toward biryani, though framed within a wider context."
10055,Y has just moved into a neighbourhood and meets his/her new neighbour X.,Would you like to do a cookout sometime?,I would like to do a cookout sometime .,I would love to come over.,Yes,0,3,0,"The literal content expresses a positive desire to visit, which aligns with the invitation to a cookout. Given the social context, this response implies acceptance of the invitation rather than a refusal or uncertainty. Therefore, it pragmatically indicates agreement to the proposed cookout."
3308,Y has just told X that he/she is thinking of buying a flat in New York.,"Can you afford $5,000 a month?","I can afford $ 5,000 a month .",I can afford more.,Yes,0,8,0,"The literal content states that the speaker can afford an amount greater than $5,000 a month. Pragmatically, this implies that $5,000 is within their financial means, and they are capable of paying even more than that. Therefore, the answer suggests an affirmative response to the question about affording $5,000 a month."
23445,X wants to know about Y's music preferences.,Were you young when you first went to a concert?,I was young when I first went to a concert .,I was about 12,Yes,0,5,0,"The answer provides a specific age, which directly addresses the timing of the first concert experience without explicitly saying yes or no. Given that 12 is generally considered young, the speaker implies that they were indeed young when they first went to a concert. This suggests an affirmative response, framed through a factual detail rather than a direct yes."
1050,X wants to know what sorts of books Y likes to read.,Want to recommend me any non-fiction book?,I want to recommend me non-fiction book .,You might like this biography I'm reading right now.,Yes,0,2,0,"The answer literally offers a specific book recommendation, indicating that Y has a non-fiction book in mind. Pragmatically, by suggesting a biography, Y implies they do have a non-fiction book to recommend, thus affirming the question indirectly. This suggests a positive response, as Y is willing to recommend a non-fiction book."
25117,Y has just told X that he/she is thinking of buying a flat in New York.,Do you have a dog?,I have a dog .,My dog would be allowed too.,Yes,0,8,0,"The literal content indicates that the speaker has a dog, as they refer to ""my dog"" and its potential to be allowed. Given the context, mentioning the dog's allowance in the flat implies the speaker owns a dog and is considering its accommodation. Therefore, the answer pragmatically implies a ""yes"" to having a dog."
7584,Y has just told X that he/she is thinking of buying a flat in New York.,Can you deal with the commute?,I can deal with the commute .,I don't mind it at all.,Yes,0,8,0,"The literal content states that the speaker does not find the commute bothersome. Given the question about dealing with the commute, this response suggests the speaker is comfortable with or accepting of the commute. Pragmatically, this implies a positive stance toward managing the commute, aligning with a ""yes"" answer."
26746,Y has just told X that he/she is thinking of buying a flat in New York.,Is the flat in Manhattan?,The flat is in Manhattan .,It's in Soho.,Yes,0,8,0,"The answer specifies a particular neighborhood, Soho, rather than directly confirming or denying Manhattan. Since Soho is a well-known area within Manhattan, the literal content provides a more precise location. Pragmatically, this implies a ""yes"" to the question, as the answer clarifies that the flat is indeed in Manhattan, just not in a more general or different part."
34113,X wants to know what sorts of books Y likes to read.,Have you ever read a mystery novel?,I have read a mystery novel .,Not that I've enjoyed.,Yes,0,2,0,"The literal content indicates that Y has not enjoyed reading mystery novels, but it does not explicitly say whether Y has read one or not. Pragmatically, by focusing on enjoyment rather than the act of reading, Y implies that even if they have read a mystery novel, it was not a positive experience. This suggests a negative stance toward mystery novels, implying either no or a reluctant yes with a negative evaluation."
9274,X and Y are colleagues who are leaving work on a Friday at the same time.,Has this work week gone quickly for you?,This work week has gone quickly for I .,It's flown by.,Yes,0,4,0,"The literal content ""It's flown by"" indicates that the time has passed very quickly. Pragmatically, this suggests that the speaker perceives the work week as having gone fast, which aligns with the idea of time passing quickly. Therefore, the answer implies an affirmative response to whether the week has gone quickly."
9415,X wants to know about Y's food preferences.,"I could really go for some BBQ, are you down?",I am I down ? .,Let's try that new BBQ place in town.,Yes,0,0,0,"The answer suggests a willingness to have BBQ by proposing a specific option, which aligns with the preference expressed in the question. Rather than directly saying ""yes,"" it implies agreement through the suggestion, indicating a positive stance. This pragmatically functions as an affirmative response, showing readiness to go along with the idea."
28708,X wants to know about Y's food preferences.,Did you enjoy the all you can eat food variety we had last week?,I did enjoy the all I can eat food variety we had last week .,I ate so much my stomach will never be the same!,Yes,0,0,0,"The answer literally states that the speaker ate a large quantity of food, emphasizing the physical impact on their stomach. Pragmatically, this suggests they took advantage of the variety and quantity available, implying a positive experience with the food. Therefore, the response indirectly indicates a ""yes"" to enjoying the all-you-can-eat variety."
7929,X and Y are colleagues who are leaving work on a Friday at the same time.,"Hey if you're up to it, would you like to hit the gym with me in the morning?",I would I like to hit the gym with me in the morning .,I could use the exercise.,Yes,0,4,0,"The literal content expresses a positive attitude toward exercise, indicating that the speaker sees value in working out. Pragmatically, this suggests a willingness or openness to the idea of going to the gym, as the speaker acknowledges a personal need or benefit. Therefore, the answer implies a conditional or tentative yes, contingent on other factors not explicitly stated."
15032,Y has just told X that he/she is thinking of buying a flat in New York.,Is the flat close to work?,The flat is close to work .,It's walking distance,Yes,0,8,0,"The answer literally states that the flat is within walking distance, which directly addresses the proximity to work. Given the conversational context, this implies that the flat is indeed close enough to walk to work, suggesting convenience. Therefore, the response pragmatically affirms the question, indicating a positive answer."
30682,Y has just told X that he/she is considering switching his/her job.,Do you work more than 8 hours?,I work more than 8 hours .,"Sometimes, up to 10.",Yes,0,9,0,"The answer literally states that working more than 8 hours happens occasionally, with a maximum of 10 hours. Pragmatically, this suggests that while it is not the norm, there are instances when the workday exceeds 8 hours. This implies a conditional or partial affirmation rather than a straightforward yes or no."
18754,Y has just told X that he/she is thinking of buying a flat in New York.,Will this be the first time for you living in NY?,This will be the first time for I living in NY .,It's my first time out of our hometown.,Yes,0,8,0,"The answer literally states that this is the first time the speaker is living outside their hometown, without explicitly mentioning New York. Pragmatically, since New York is presumably not their hometown, this implies that living in New York would indeed be a new experience for them. Therefore, the response suggests a positive answer to the question, indicating it will be their first time living in New York."
269,X wants to know about Y's music preferences.,Do you have any formal musical training?,I have formal musical training .,I went to London College of Music.,Yes,0,5,0,"The answer literally states that the speaker attended a recognized music institution, which implies some level of formal musical education. Given the context, this serves as evidence supporting the presence of formal training rather than its absence. Therefore, the response pragmatically suggests a positive answer to the question about formal musical training."
21714,X and Y are colleagues who are leaving work on a Friday at the same time.,is it cold outside?,It is cold outside .,I think it's -20.,Yes,0,4,0,"The answer provides a specific temperature value rather than a direct yes/no response, which literally conveys that the speaker believes it is very cold outside. Pragmatically, by giving a precise figure, the speaker implies that the answer to whether it is cold is affirmative, as -20 degrees is generally considered very cold. This indirect response confirms the question with additional detail rather than uncertainty or a conditional stance."
5568,X and Y are childhood neighbours who unexpectedly run into each other at a cafe.,Would you like to properly catch up some time?,I would like to properly catch up time .,How about dinner on Thursday?,Yes,0,7,0,"The answer proposes a specific plan (dinner on Thursday) rather than directly saying yes or no, which literally suggests willingness to meet. Pragmatically, this indicates a positive response because the speaker is taking the initiative to arrange a time, implying interest in catching up. Therefore, the answer implies a conditional yes, contingent on the proposed time being acceptable."
24866,X wants to know what activities Y likes to do during weekends.,Is there an activity you have a passion for?,There is an activity I have a passion for .,I taught myself how to code in elementary school.,Yes,0,1,0,"The answer literally states that Y taught themselves to code at a young age, which suggests a significant interest or dedication to coding. Given the context of the question about having a passion for an activity, this response implies that coding is likely an activity Y is passionate about. Therefore, the answer pragmatically indicates a positive response to the question, affirming the existence of a passionate activity."
6480,X wants to know what activities Y likes to do during weekends.,Do you have a netflix account?,I have a netflix account .,I can't remember life without it.,Yes,0,1,0,"The literal content indicates that Y has had a Netflix account for a very long time, suggesting a strong familiarity and habitual use. Pragmatically, this implies that Y currently has a Netflix account, as one cannot remember life without something they do not possess. Therefore, the answer strongly suggests a ""yes"" response to the question."
2299,X wants to know what sorts of books Y likes to read.,Is fiction what you're mostly into?,I is .,I like created worlds.,Yes,0,2,0,"The answer literally states a preference for ""created worlds,"" which typically aligns with fictional settings rather than factual or nonfictional content. Pragmatically, this suggests that Y is interested in fiction, as created worlds are a hallmark of that genre. Therefore, the response implies a positive answer to the question, indicating a preference for fiction."
3106,X wants to know what sorts of books Y likes to read.,Would you like to learn more about history?,I would like to learn more about history .,I would love that.,Yes,0,2,0,"The literal content expresses a positive desire to learn more about history. Given the context, this enthusiastic response implies agreement with the suggestion, indicating interest in the topic. Therefore, it pragmatically functions as a clear affirmative to the yes/no question."
